SID,PID,Source,Permission
Bosnian_6,68,Estonians,Public
Bosnian_7,68,Estonians,Public
Bosnian_8,68,Estonians,Public
Croatia_Cro26,69,Estonians,Public
Croatia_Cro43,69,Estonians,Public
Croatia_Cro53,69,Estonians,Public
Croatia_Cro133,69,Estonians,Public
Croatia_Cro140,69,Estonians,Public
Croatia_Cro141,69,Estonians,Public
Croatia_Cro142,69,Estonians,Public
Croatia_Cro198,69,Estonians,Public
Croatia_Cro302,69,Estonians,Public
Croatia_Cro305,69,Estonians,Public
Croatia_Cro312,69,Estonians,Public
Croatia_Cro344,69,Estonians,Public
Croatia_Cro432,69,Estonians,Public
Croatia_B-H1H,69,Estonians,Public
Croatia_B-H8H,69,Estonians,Public
Croatia_B-H20H,69,Estonians,Public
croatia_B-H1,69,Estonians,Public
croatia_B-H6,69,Estonians,Public
croatia_B-H12,69,Estonians,Public
croatia_B-H19,69,Estonians,Public
croatBHCB12_1m,68,Estonians,Public
croatBHCB16_1m,68,Estonians,Public
croatBHCHZ11_1m,71,Estonians,Public
croatBHCHZ13_1m,71,Estonians,Public
Serbia_Serbia19,72,Estonians,Public
Serbian_B-H11,73,Estonians,Public
Serbian_B-H4,73,Estonians,Public
Serbian_B-H7,73,Estonians,Public
Serbian_B-H9,73,Estonians,Public
Serbian_Serbia1,72,Estonians,Public
Serbian_Serbia10,72,Estonians,Public
Serbian_Serbia11,72,Estonians,Public
Serbian_Serbia12,72,Estonians,Public
Serbian_Serbia16,72,Estonians,Public
Serbian_Serbia18,72,Estonians,Public
Serbian_Serbia2,72,Estonians,Public
Serbian_Serbia3,72,Estonians,Public
Serbian_Serbia4,72,Estonians,Public
Serbian_Serbia5,72,Estonians,Public
Serbian_Serbia6,72,Estonians,Public
Serbian_Serbia7,72,Estonians,Public
Serbian_Serbia9,72,Estonians,Public
Bulgaria1,74,Estonians,Public
Bulgaria2,74,Estonians,Public
Bulgaria25,74,Estonians,Public
Bulgaria26,74,Estonians,Public
Bulgaria3,74,Estonians,Public
Bulgaria33,74,Estonians,Public
Bulgaria37,74,Estonians,Public
Bulgaria39,74,Estonians,Public
Bulgaria4,74,Estonians,Public
Bulgaria5,74,Estonians,Public
Bulgaria6,74,Estonians,Public
Bulgaria7,74,Estonians,Public
Bulgaria8,74,Estonians,Public
hungary1,75,Estonians,Public
hungary10,75,Estonians,Public
hungary11,75,Estonians,Public
hungary12,75,Estonians,Public
hungary13,75,Estonians,Public
hungary14,75,Estonians,Public
hungary15,75,Estonians,Public
hungary16,75,Estonians,Public
hungary17,75,Estonians,Public
hungary18,75,Estonians,Public
hungary19,75,Estonians,Public
hungary2,75,Estonians,Public
hungary20,75,Estonians,Public
hungary3,75,Estonians,Public
hungary4,75,Estonians,Public
hungary5,75,Estonians,Public
hungary6,75,Estonians,Public
hungary7,75,Estonians,Public
hungary8,75,Estonians,Public
hungary9,75,Estonians,Public
Romania1,76,Estonians,Public
Romania10,76,Estonians,Public
Romania11,76,Estonians,Public
Romania12,76,Estonians,Public
Romania13,76,Estonians,Public
Romania14,76,Estonians,Public
Romania15,76,Estonians,Public
Romania16,76,Estonians,Public
Romania2,76,Estonians,Public
Romania3,76,Estonians,Public
Romania4,76,Estonians,Public
Romania5,76,Estonians,Public
Romania6,76,Estonians,Public
Romania7,76,Estonians,Public
Romania8,76,Estonians,Public
Romania9,76,Estonians,Public
moldavian_V02612,77,Estonians,Public
moldavian_V46055,77,Estonians,Public
moldavian_V49937,77,Estonians,Public
moldavian_V44175,77,Estonians,Public
moldavian_V48759,77,Estonians,Public
moldavian_V13693,77,Estonians,Public
moldavian_V28645,77,Estonians,Public
gagauz14,78,Estonians,Public
gagauz20,78,Estonians,Public
gagauz23,78,Estonians,Public
gagauz24,78,Estonians,Public
gagauz25,78,Estonians,Public
gagauz3,78,Estonians,Public
gagauz5,78,Estonians,Public
gagauz7,78,Estonians,Public
gagauz8,78,Estonians,Public
Gagauz18,78,Estonians,Public
Gagauz22,78,Estonians,Public
Gagauz4,78,Estonians,Public
Pole_Poland1,79,Estonians,Public
Pole_Poland2,79,Estonians,Public
Pole_Poland3,79,Estonians,Public
Pole_Poland5,79,Estonians,Public
Pole_Poland6,79,Estonians,Public
Pole_Poland9,79,Estonians,Public
Pole_Poland11,79,Estonians,Public
pole12p_1m,79,Estonians,Public
Poland132,79,Estonians,Public
Poland133,79,Estonians,Public
Poland138,79,Estonians,Public
Poland140,79,Estonians,Public
Poland141,79,Estonians,Public
Poland142,79,Estonians,Public
Poland143,79,Estonians,Public
Ukraine130,81,Estonians,Public
Ukraine133,82,Estonians,Public
Ukraine136,83,Estonians,Public
Ukraine141,83,Estonians,Public
Ukraine94,83,Estonians,Public
Ukraine97,82,Estonians,Public
UkrainePol19,83,Estonians,Public
UkrainePol25,83,Estonians,Public
UkrBel614,84,Estonians,Public
UkrBel618,84,Estonians,Public
UkrBel620,84,Estonians,Public
UkrBel622,84,Estonians,Public
UkrBel733,84,Estonians,Public
UkrBel736,84,Estonians,Public
UkrLv215,85,Estonians,Public
UkrLv223,85,Estonians,Public
UkrLv226,85,Estonians,Public
UkrLv228,85,Estonians,Public
UkrLv237,85,Estonians,Public
UkrLv240,85,Estonians,Public
RussianVoron103,87,Estonians,Public
RussianVoron105,87,Estonians,Public
RussianVoron107,87,Estonians,Public
russianVoron101,87,Estonians,Public
RussianKursk15,88,Estonians,Public
RussianKursk18,88,Estonians,Public
RussianKursk9,88,Estonians,Public
russianKursk6,88,Estonians,Public
RussianOrjol34,89,Estonians,Public
RussianOrjol45,89,Estonians,Public
russianOrjol1,89,Estonians,Public
russianOrjol56,89,Estonians,Public
russianOrjol78,89,Estonians,Public
russianOrjol89,89,Estonians,Public
russianOrjol100,89,Estonians,Public
Russia_Smol349,90,Estonians,Public
Russia_Smol303,90,Estonians,Public
Russia_Smol304,90,Estonians,Public
Russia_Smol339,90,Estonians,Public
Russia_Smol345,90,Estonians,Public
Russia_Smol350,90,Estonians,Public
Russia_Smol312,90,Estonians,Public
SM256_russian_Smolensk,90,Estonians,Public
Russia_Tver418,92,Estonians,Public
Russia_Tver472,92,Estonians,Public
Russia_Tver442,92,Estonians,Public
Russia_Tver415,92,Estonians,Public
RusArch305,93,Estonians,Public
Russia_Kostr120,95,Estonians,Public
Russia_Kostr151,95,Estonians,Public
Russia_Kostr138,95,Estonians,Public
Russia_Kostr170,95,Estonians,Public
Russia_Kostr128,95,Estonians,Public
Russia_Kostr149,95,Estonians,Public
lithuania1,96,Estonians,Public
lithuania10,96,Estonians,Public
lithuania2,96,Estonians,Public
lithuania3,96,Estonians,Public
lithuania4,96,Estonians,Public
lithuania5,96,Estonians,Public
lithuania6,96,Estonians,Public
lithuania7,96,Estonians,Public
lithuania8,96,Estonians,Public
lithuania9,96,Estonians,Public
a39,97,Estonians,Public
ee1,97,Estonians,Public
ee105,97,Estonians,Public
ee108,97,Estonians,Public
ee111,97,Estonians,Public
ee114,97,Estonians,Public
ee136,97,Estonians,Public
ee14,97,Estonians,Public
ee140,97,Estonians,Public
ee144,97,Estonians,Public
ee147,97,Estonians,Public
ee149,97,Estonians,Public
ee45,97,Estonians,Public
ee50,97,Estonians,Public
ee53,97,Estonians,Public
karelia1,98,Estonians,Public
karelia10,98,Estonians,Public
karelia11,98,Estonians,Public
karelia12,98,Estonians,Public
karelia13,98,Estonians,Public
karelia14,98,Estonians,Public
karelia15,98,Estonians,Public
karelia2,98,Estonians,Public
karelia3,98,Estonians,Public
karelia4,98,Estonians,Public
karelia5,98,Estonians,Public
karelia6,98,Estonians,Public
karelia7,98,Estonians,Public
karelia8,98,Estonians,Public
karelia9,98,Estonians,Public
Sweden1,583,Estonians,Public
Sweden10,583,Estonians,Public
Sweden11,583,Estonians,Public
Sweden12,583,Estonians,Public
Sweden13,583,Estonians,Public
Sweden15,583,Estonians,Public
Sweden16,583,Estonians,Public
Sweden17,583,Estonians,Public
Sweden18,583,Estonians,Public
Sweden2,583,Estonians,Public
Sweden20,583,Estonians,Public
Sweden3,583,Estonians,Public
Sweden4,583,Estonians,Public
Sweden5,583,Estonians,Public
Sweden6,583,Estonians,Public
Sweden7,583,Estonians,Public
Sweden8,583,Estonians,Public
Sweden9,583,Estonians,Public
saami1,100,Estonians,Public
saami10,100,Estonians,Public
saami11,100,Estonians,Public
saami12,100,Estonians,Public
saami13,100,Estonians,Public
saami14,100,Estonians,Public
saami15,100,Estonians,Public
saami2,100,Estonians,Public
saami3,100,Estonians,Public
saami4,100,Estonians,Public
saami5,100,Estonians,Public
saami6,100,Estonians,Public
saami7,100,Estonians,Public
saami8,100,Estonians,Public
saami9,100,Estonians,Public
vepsa1,101,Estonians,Public
vepsa10,101,Estonians,Public
vepsa19,101,Estonians,Public
vepsa25,101,Estonians,Public
vepsa28,101,Estonians,Public
vepsa34,101,Estonians,Public
vepsa46,101,Estonians,Public
vepsa55,101,Estonians,Public
vepsa59,101,Estonians,Public
vepsa61,101,Estonians,Public
vepsa64,101,Estonians,Public
mari1,102,Estonians,Public
mari10,102,Estonians,Public
mari11,102,Estonians,Public
mari12,102,Estonians,Public
mari13,102,Estonians,Public
mari14,102,Estonians,Public
mari15,102,Estonians,Public
mari2,102,Estonians,Public
mari3,102,Estonians,Public
mari4,102,Estonians,Public
mari5,102,Estonians,Public
mari6,102,Estonians,Public
mari7,102,Estonians,Public
mari8,102,Estonians,Public
mari9,102,Estonians,Public
mordovia1,103,Estonians,Public
mordovia10,103,Estonians,Public
mordovia11,103,Estonians,Public
mordovia12,103,Estonians,Public
mordovia13,103,Estonians,Public
