SID,PID,Source,Permission
532,573,PASCHOU,Public
533,573,PASCHOU,Public
534,598,PASCHOU,Public
535,598,PASCHOU,Public
536,598,PASCHOU,Public
537,598,PASCHOU,Public
538,598,PASCHOU,Public
539,598,PASCHOU,Public
540,598,PASCHOU,Public
541,598,PASCHOU,Public
542,598,PASCHOU,Public
543,598,PASCHOU,Public
544,598,PASCHOU,Public
545,534,PASCHOU,Public
546,534,PASCHOU,Public
547,534,PASCHOU,Public
548,534,PASCHOU,Public
549,598,PASCHOU,Public
550,598,PASCHOU,Public
551,598,PASCHOU,Public
552,598,PASCHOU,Public
553,534,PASCHOU,Public
554,534,PASCHOU,Public
555,573,PASCHOU,Public
556,573,PASCHOU,Public
557,573,PASCHOU,Public
558,573,PASCHOU,Public
559,573,PASCHOU,Public
560,534,PASCHOU,Public
561,534,PASCHOU,Public
562,534,PASCHOU,Public
563,534,PASCHOU,Public
564,534,PASCHOU,Public
565,598,PASCHOU,Public
566,598,PASCHOU,Public
567,534,PASCHOU,Public
568,577,PASCHOU,Public
569,577,PASCHOU,Public
570,534,PASCHOU,Public
571,577,PASCHOU,Public
572,534,PASCHOU,Public
573,577,PASCHOU,Public
574,577,PASCHOU,Public
575,577,PASCHOU,Public
576,577,PASCHOU,Public
577,577,PASCHOU,Public
578,577,PASCHOU,Public
579,577,PASCHOU,Public
580,577,PASCHOU,Public
581,577,PASCHOU,Public
582,577,PASCHOU,Public
583,577,PASCHOU,Public
584,577,PASCHOU,Public
585,577,PASCHOU,Public
586,577,PASCHOU,Public
587,577,PASCHOU,Public
588,577,PASCHOU,Public
589,577,PASCHOU,Public
590,577,PASCHOU,Public
591,577,PASCHOU,Public
592,577,PASCHOU,Public
593,577,PASCHOU,Public
594,577,PASCHOU,Public
595,577,PASCHOU,Public
596,577,PASCHOU,Public
597,577,PASCHOU,Public
598,534,PASCHOU,Public
599,577,PASCHOU,Public
600,577,PASCHOU,Public
601,577,PASCHOU,Public
602,577,PASCHOU,Public
603,577,PASCHOU,Public
604,577,PASCHOU,Public
605,577,PASCHOU,Public
606,577,PASCHOU,Public
607,577,PASCHOU,Public
608,577,PASCHOU,Public
609,577,PASCHOU,Public
610,577,PASCHOU,Public
611,577,PASCHOU,Public
612,534,PASCHOU,Public
613,534,PASCHOU,Public
614,534,PASCHOU,Public
615,534,PASCHOU,Public
616,534,PASCHOU,Public
617,534,PASCHOU,Public
