SID,PID,Source,Permission
IN-WI-002889-1-01,744,HUGO,Private
IN-WI-002893-1-01,744,HUGO,Private
IN-WI-002894-1-01,744,HUGO,Private
IN-WI-002895-1-01,744,HUGO,Private
IN-WI-002896-1-01,744,HUGO,Private
IN-WL-000608-1-01,745,HUGO,Private
IN-WL-000609-1-01,745,HUGO,Private
IN-WL-000611-1-01,745,HUGO,Private
IN-WL-000613-1-01,745,HUGO,Private
IN-WL-000615-1-01,745,HUGO,Private
IN-WL-000620-1-01,745,HUGO,Private
IN-WL-000624-1-01,745,HUGO,Private
IN-WL-000628-1-01,745,HUGO,Private
IN-WL-000635-1-01,745,HUGO,Private
IN-WL-000637-1-01,745,HUGO,Private
IN-WL-000644-1-01,745,HUGO,Private
IN-WL-000728-1-01,745,HUGO,Private
IN-WL-000732-1-01,745,HUGO,Private
IN-WL-000736-1-01,745,HUGO,Private
CN-JN-000003-2-01,716,HUGO,Private
CN-JN-000032-1-01,716,HUGO,Private
CN-JN-000034-1-01,716,HUGO,Private
CN-JN-000042-1-01,716,HUGO,Private
CN-JN-000060-1-01,716,HUGO,Private
CN-JN-000063-1-01,716,HUGO,Private
CN-JN-000086-1-01,716,HUGO,Private
CN-JN-000116-1-01,716,HUGO,Private
CN-JN-000126-2-01,716,HUGO,Private
CN-JN-000151-2-01,716,HUGO,Private
CN-JN-000155-2-01,716,HUGO,Private
CN-JN-000157-2-01,716,HUGO,Private
CN-JN-000159-2-01,716,HUGO,Private
CN-JN-000179-1-01,716,HUGO,Private
CN-JN-000185-2-01,716,HUGO,Private
CN-JN-000194-2-01,716,HUGO,Private
CN-JN-000195-2-01,716,HUGO,Private
CN-JN-000635-2-01,716,HUGO,Private
CN-JN-000645-1-01,716,HUGO,Private
CN-JN-000648-2-01,716,HUGO,Private
CN-JN-000661-2-01,716,HUGO,Private
CN-JN-000678-2-01,716,HUGO,Private
CN-JN-000679-1-01,716,HUGO,Private
CN-JN-000682-1-01,716,HUGO,Private
CN-JN-000691-1-01,716,HUGO,Private
CN-JN-000694-1-01,716,HUGO,Private
